index,status,http_status,error,company_name,county,stage,industry,employee_count,annual_revenue,street_address,zip_code,timestamp
477,success,200,True,,Bcs Machine Company (synthetic-477),Baltimore City,early,Enterprise Technology,30,223496,"baltimore, md 21287, us - Li",21287,2026-08-10 22:47:21
478,success,200,True,,The CyberWire (synthetic-478),Howard,seed,Strategic Management Services,6,0,"678 infinity drive, eldersburg, md 21784",21784,2026-08-10 22:47:21
479,success,200,True,,Alliance Material Handling (synthetic-479),Baltimore County,pre-seed,Digital Health,6,208209,"5520 research park drive, catonsville, md 21228",21228,2026-08-10 22:47:21
480,success,200,True,,"RecurX Bio, Inc. (synthetic-480)",Baltimore County,pre-seed,Sporting Goods / Recreation,5,0,"855 n. wolfe street, ground floor, suite b, baltimore, maryland 21205, us - Li",21205,2026-08-10 22:48:51
481,success,200,True,,SalesWarp (synthetic-481),Baltimore City,established,Quantum Computing,9,56271,"columbia, maryland, 21045 - Pb",21045,2026-08-10 22:48:51
482,success,200,True,,Diagnostic Biochips (synthetic-482),Carroll,early,Energy,5,1705496,"1215 east fort avenue,baltimore, md united states 21230 - direct",21230,2026-08-10 22:48:51
483,success,200,True,,Mel's Workshop (synthetic-483),Howard,early,Other Commercial Services,6,264851,"baltimore, maryland, 21218 - Pb",21218,2026-08-10 22:48:51
484,success,200,True,,Tanzen Medical (synthetic-484),Baltimore City,seed,Diagnostics,6,0,"7572 rain flower way, columbia, md 21046",21046,2026-08-10 22:48:51
485,success,200,True,,StafQuik (synthetic-485),Baltimore City,pre-seed,Education / EdTech,351,0,"bwtech@umbc 1450 s rolling rd, baltimore, maryland 21227, us - Li",21227,2026-08-10 22:50:21
486,success,200,True,,Geb-Ra Organics (synthetic-486),Baltimore City,pre-seed,IT Consulting and Outsourcing,125,1726448,"14800 york road, suite 866, sparks glencoe, md 21152",21152,2026-08-10 22:50:21
488,success,200,True,,SalesWarp (synthetic-488),Howard,seed,Healthcare IT,6,198152,"250 south president street, suite 2000, baltimore, md 21202",21202,2026-08-10 22:50:21
487,success,200,True,,MelaTech (synthetic-487),Baltimore City,seed,IT Consulting and Outsourcing,6,0,"7230 lee deforest drive, columbia, md 21046",21046,2026-08-10 22:50:21
490,success,200,True,,ImmuCision Biotherapeutics (synthetic-490),Baltimore City,seed,Cybersecurity,2,0,"2425 rye st, baltimore, md 21230",21230,2026-08-10 22:50:21
489,success,200,True,,Tanzen Medical (synthetic-489),Howard,established,Gaming,175,387821,"5311 st albans way baltimore md 21212, baltimore, md 21212",21212,2026-08-10 22:51:51
491,success,200,True,,IndyGeneUS Bio (synthetic-491),Howard,early,Diagnostics,251,185026,"1703 south clinton street, baltimore, md 21224",21224,2026-08-10 22:51:51
492,success,200,True,,Yet Analytics (synthetic-492),Baltimore City,growth,Fintech,30,1110313,"780 elkridge landing road,linthicum heights, md united states 21090 - webpage",21090,2026-08-10 22:51:51
493,success,200,True,,Subscribe Pro (synthetic-493),Howard,early,Enterprise Technology,51200,38245,"7572 rain flower way, columbia, md 21046",21046,2026-08-10 22:51:51
494,success,200,True,,Money Club (formerly called Ortus Academy) (synthetic-494),Baltimore City,seed,Software Development Applications,6,114940,"8115 maple lawn boulevard,fulton, md united states 20759 - direct",20759,2026-08-10 22:51:51
496,success,200,True,,Parallax Enterprises (synthetic-496),Howard,early,Aerospace and Defense,1150,225438,"250 w dickman st, second floor , baltimore, maryland 21230, us - Li",21230,2026-08-10 22:53:21
495,success,200,True,,Rapafusyn Pharmaceuticals (synthetic-495),Baltimore City,established,Financial Services,6,489099,"875 hollins st., baltimore, md 21202",21202,2026-08-10 22:53:21
497,success,200,True,,Glacier (synthetic-497),Baltimore City,pre-seed,Cannabis,30,1222351,"1812 webster street, baltimore, md 21230",21230,2026-08-10 22:53:21
498,success,200,True,,Old Line Spirits (synthetic-498),Baltimore City,seed,Semiconductors,6,1241490,"5609 hess ave, baltimore, md 21212",21212,2026-08-10 22:53:21
499,success,200,True,,Maryland Clean Energy Center (synthetic-499),Baltimore County,established,Other Healthcare Technology Systems,6,136432,"1215 east fort avenue,baltimore, md united states 21230 - direct",21230,2026-08-10 22:53:21
500,success,200,True,,Flavocure Biotech (synthetic-500),Howard,pre-seed,Research Services,4,99817,"1501 st. paul street, baltimore, md 21202",21202,2026-08-10 22:54:51
501,success,200,True,,Mason Dixie Biscuit Company (synthetic-501),Baltimore City,established,Software Development Applications,210,176771,"333 w ostend st, baltimore, maryland 21230, us - Li",21230,2026-08-10 22:54:51
502,success,200,True,,Caption Any Photo (synthetic-502),Baltimore City,seed,Personal Care,351,1997821,"1100 wicomico street,baltimore, md united states 21230 - direct",21230,2026-08-10 22:54:51
504,success,200,True,,Nkabio (synthetic-504),Howard,growth,Therapeutics,6,964640,"100 light street baltimore, md 21202, baltimore, md 21202",21202,2026-08-10 22:54:51
503,success,200,True,,Entinex (synthetic-503),Baltimore City,pre-seed,Biotechnology Research,5,0,"baltimore, md 21202, us - Li",21202,2026-08-10 22:54:51
505,success,200,True,,Keppel and Kismet (synthetic-505),Baltimore City,established,Healthcare IT,5,1352855,"323 w camden st, suite 600, baltimore, maryland 21201, us - Li",21201,2026-08-10 22:56:21
506,success,200,True,,Procare Ambulance (synthetic-506),Baltimore City,early,Semiconductors,12,566673,"columbia, maryland, 21046 - Pb",21046,2026-08-10 22:56:21
507,success,200,True,,FullBlast S.T.E.A.M. (synthetic-507),Baltimore City,established,Social/Platform Software,7,46812,"2720 sisson st, baltimore, maryland 21211, us - Li",21211,2026-08-10 22:56:21
508,success,200,True,,Hex Performance (synthetic-508),Howard,seed,Other Commercial Services,30,6897391,"annapolis, maryland, 21403 - Pb",21403,2026-08-10 22:56:21
510,success,200,True,,Infosec Learning (synthetic-510),Baltimore City,established,Cannabis,6,81335,"baltimore, md 20152, us - Li",20152,2026-08-10 22:56:21
509,success,200,True,,"Drio, LLC (synthetic-509)",Baltimore City,established,Medical Supplies,6,72526,"1966 greenspring dr, lutherville timonium, maryland 21093, us - Li",21093,2026-08-10 22:57:51
511,success,200,True,,Total Talent Network (synthetic-511),Baltimore City,pre-seed,Biotechnology,30,1304354,"250 west dickman st., baltimore, md 21230",21230,2026-08-10 22:57:51
512,success,200,True,,Tenable (synthetic-512),Baltimore City,seed,Medical Supplies,6,0,"101 n haven st., baltimore, md 21224, us - Li",21224,2026-08-10 22:57:51
513,success,200,True,,JJ Innovative Materials (synthetic-513),Howard,early,Other,125,1681588,"6751 columbia gateway dr, columbia, md 21046",21046,2026-08-10 22:57:51
514,success,200,True,,BTS (synthetic-514),Baltimore City,growth,Real Estate,1150,244068,"8112 ellen way, savage, md 20763",20763,2026-08-10 22:57:51
515,success,200,True,,Secured Health (synthetic-515),Baltimore City,established,Venture Studio,6,0,"columbia, maryland, 21046 - Pb",21046,2026-08-10 22:59:21
516,success,200,True,,Equitea Co. (synthetic-516),Baltimore City,growth,Real Estate Services (B2C),7,185730,"baltimore, maryland, 21224 - Pb",21224,2026-08-10 22:59:21
517,success,200,True,,QuikReversal (synthetic-517),Anne Arundel,pre-seed,Travel & Tourism,30,0,"1393 progress way, eldersburg, md 21784",21784,2026-08-10 22:59:21
518,success,200,True,,Aegeria Soft Tissue (synthetic-518),Baltimore City,established,Therapeutics,6,0,"555 s president st, baltimore, maryland 21202, us - Li",21202,2026-08-10 22:59:21
519,success,200,True,,Provider Partner Health Plans (synthetic-519),Baltimore City,established,Defense & Space,1,578081,"baltimore, md 21217, us - Li",21217,2026-08-10 22:59:21
520,success,200,True,,OrbiSharp Robotics (synthetic-520),Baltimore City,early,Nanotechnology,30,115500,"5311 st albans way baltimore md 21212, baltimore, md 21212",21212,2026-08-10 23:00:51
521,success,200,True,,Sonoval (synthetic-521),Howard,early,Therapeutics,30,145405,"2036 e pratt st, baltimore, maryland 21231, us - Li",21231,2026-08-10 23:00:51
522,success,200,True,,Ginger Cove (synthetic-522),Anne Arundel,established,Travel & Tourism,30,0,"1703 south clinton street, baltimore, md 21224",21224,2026-08-10 23:00:51
523,success,200,True,,Switchbridge (synthetic-523),Howard,pre-seed,Medical Device,6,597697,"glen burnie, maryland, 21061 - Pb",21061,2026-08-10 23:00:51
524,success,200,True,,Kydes Pharmaceuticals (synthetic-524),Baltimore City,early,Aerospace and Defence,6,26363,"801 w baltimore st, baltimore, maryland 21201, us - Li",21201,2026-08-10 23:00:51
525,success,200,True,,Curuvar (synthetic-525),Baltimore City,seed,Other Healthcare Technology Systems,30,162037,"1215 e fort ave, suite 200, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:02:21
526,success,200,True,,Fetal Therapy Technologies (synthetic-526),Anne Arundel,growth,Quantum Computing,3,1744653,"180 admiral cochrane drive, annapolis, md 21401",21401,2026-08-10 23:02:21
528,success,200,True,,Hex Performance (synthetic-528),Anne Arundel,pre-seed,Cybersecurity,30,422035,"903 pemberton road, baltimore, md 21212",21212,2026-08-10 23:02:21
527,success,200,True,,Irazu Oncology (synthetic-527),Baltimore City,established,Strategic Management Services,125,0,"annapolis, maryland, 21401 - Pb",21401,2026-08-10 23:02:21
529,success,200,True,,NeuroIntact (synthetic-529),Baltimore City,growth,Venture Studio,6,118633,"1910 towne centre boulevard,annapolis, md united states 21401 - direct",21401,2026-08-10 23:02:21
530,success,200,True,,Cambium Carbon (synthetic-530),Baltimore City,seed,Cannabis,6,0,"baltimore, md 21231, us - Li",21231,2026-08-10 23:03:51
532,success,200,True,,gSpin Technologies (synthetic-532),Anne Arundel,early,Cybersecurity,30,90274,"3700 koppers st, suite 530, baltimore, maryland 21227, us - Li",21227,2026-08-10 23:03:51
531,success,200,True,,WBX Commerce (synthetic-531),Baltimore City,established,Real Estate,30,1169341,"70004 security boulevard suite 300, baltimore, md 21244",21244,2026-08-10 23:03:51
533,success,200,True,,Cajou Creamery (synthetic-533),Baltimore City,established,MarComm,6,0,"1450 south rolling road, baltimore, md 21227, us - Li",21227,2026-08-10 23:03:51
534,success,200,True,,Medisolv (synthetic-534),Baltimore City,seed,IT Consulting and Outsourcing,6,99331,"502 south sharp street, suite 2200, baltimore, md 21201",21201,2026-08-10 23:03:51
535,success,200,True,,Potomac Photonics (synthetic-535),Baltimore City,seed,Education / EdTech,210,14687599,"323 w camden st, suite 600, baltimore, maryland 21201, us - Li",21201,2026-08-10 23:05:21
536,success,200,True,,Pixilated (synthetic-536),Baltimore City,seed,HR Tech,5,204242,"71 old mill bottom rd n, annapolis, md 21409",21409,2026-08-10 23:05:21
537,success,200,True,,MedRegen (synthetic-537),Baltimore City,early,Healthcare IT,30,1193149,"baltimore, md, 21218 - Li",21218,2026-08-10 23:05:21
538,success,200,True,,Middle Class United Cooperative (synthetic-538),Baltimore City,growth,Telecommunications,30,148889,"1014 west 36th street, baltimore, md 21211",21211,2026-08-10 23:05:21
539,success,200,True,,Glacier (synthetic-539),Baltimore City,pre-seed,Food & Beverage,30,0,"3600 clipper mill road, baltimore, md 21211",21211,2026-08-10 23:05:21
540,success,200,True,,Chariot BioSciences (synthetic-540),Baltimore County,seed,Aerospace and Defence,251,136696,"6751 columbia gateway dr suite 300 columbia md 21046, columbia, md 21406",21046,2026-08-10 23:06:51
541,success,200,True,,JuneBrain (synthetic-541),Baltimore City,early,AgTech,45,1668106,"8000 sunstone circle, pikesville, md 21208, us - Li",21208,2026-08-10 23:06:51
542,success,200,True,,JuneBrain (synthetic-542),Baltimore County,seed,Retail,125,109188,"3700 koppers st, suite 530, baltimore, maryland 21227, us - Li",21227,2026-08-10 23:06:51
543,success,200,True,,RFIDKNOW (synthetic-543),Baltimore City,early,Aerospace and Defence,6,158687,"411 n howard st, baltimore, md 21218",21218,2026-08-10 23:06:51
544,success,200,True,,Oh Mama (synthetic-544),Baltimore City,established,Travel & Tourism,5,0,"7001 johnnycake rd., baltimore, md 21244",21244,2026-08-10 23:06:51
546,success,200,True,,Cambium Carbon (synthetic-546),Anne Arundel,established,Other Commercial Services,6,1188851,"1700 w 41st st, baltimore, md 21211",21211,2026-08-10 23:08:21
545,success,200,True,,Offbeast (YC W22) (synthetic-545),Anne Arundel,established,Real Estate Services (B2C),30,55573,"10 e north ave, suite 300, baltimore, md 21202, us - Li",21202,2026-08-10 23:08:21
548,success,200,True,,Alcamena (synthetic-548),Baltimore County,growth,Real Estate,125,178574,"613 yorktown manor ct, annapolis, md 21409",21409,2026-08-10 23:08:21
547,success,200,True,,Oxide Games (synthetic-547),Baltimore City,pre-seed,Network Management Software,51200,193040,"850 west baltimore street, baltimore, maryland 21201, us - Li",21201,2026-08-10 23:08:21
549,success,200,True,,Advancement Strategy Consulting (synthetic-549),Howard,early,MarComm,6,440453,"1812 ashland ave, suite 100, g17, baltimore, maryland 21205, us - Li",21205,2026-08-10 23:08:21
550,success,200,True,,Wave Engine (synthetic-550),Baltimore City,early,Consumer Tech,25,0,"300 e lombard st, suite 840, baltimore, maryland 21202, us - Li",21202,2026-08-10 23:09:51
551,success,200,True,,SWCreatives (synthetic-551),Baltimore City,early,Diagnostic Equipment,6,262220,"101 w dickman st, suite 703, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:09:51
552,success,200,True,,MO MarTech (synthetic-552),Baltimore City,pre-seed,Construction / Engineering,6,58395,"7001 johnnycake rd., baltimore, md 21244",21244,2026-08-10 23:09:51
553,success,200,True,,SharpRank (synthetic-553),Anne Arundel,growth,Advanced Manufacturing,6,8236530,"1215 east fort avenue, baltimore, md 21230",21230,2026-08-10 23:09:51
554,success,200,True,,Contiem (synthetic-554),Baltimore City,seed,Multimedia and Design Software,6,1451985,"215 washington avenue, suite z, towson, md 21204, us - Li",21204,2026-08-10 23:09:51
555,success,200,True,,Elixirgen Therapeutics (synthetic-555),Baltimore City,pre-seed,Education / EdTech,30,10054011,"180 west ostend street,baltimore, md united states 21230 - direct",21230,2026-08-10 23:11:21
556,success,200,True,,Meaning (synthetic-556),Baltimore City,established,Hospitals and Health Care,6,233501,"columbia, maryland, 21046 - Pb",21046,2026-08-10 23:11:21
557,success,200,True,,Seedling (synthetic-557),Howard,growth,Diagnostics,30,0,"1143 rock spring rd suite 115,bel air, md united states 21014 - direct",21014,2026-08-10 23:11:21
558,success,200,True,,Outlook Company (synthetic-558),Baltimore City,early,Creative Technology,30,5990945,"49 old solomons island road annapolis, md 21401, annapolis, md 21401",21401,2026-08-10 23:11:21
560,success,200,True,,Entinex (synthetic-560),Baltimore City,seed,Digital Health,6,122787,"1548 ellsworth ave, crofton, maryland 21114, us - Li",21114,2026-08-10 23:11:21
559,success,200,True,,Contiem (synthetic-559),Anne Arundel,growth,IT Services and IT Consulting,6,0,"8600 foundry st, spinning building 217e, savage, maryland 20763, us - Li",20763,2026-08-10 23:12:51
561,success,200,True,,"Hotlines, LLC (synthetic-561)",Baltimore County,established,Food & Beverage,30,1227642,"101 n haven st., baltimore, md 21224, us - Li",21224,2026-08-10 23:12:51
562,success,200,True,,"Foreman (OBM, Inc.) (synthetic-562)",Baltimore City,growth,Venture Studio,6,86442,"323 w camden st, suite 600, baltimore, maryland 21201, us - Li",21201,2026-08-10 23:12:51
564,success,200,True,,MachineSense (synthetic-564),Baltimore County,seed,Biotechnology Research,45,0,"1116 alexander avenue, catonsville, md 21228",21228,2026-08-10 23:12:51
563,success,200,True,,Shield 7 Consulting (synthetic-563),Baltimore City,growth,Research Services,6,91363,"49 old solomons island road annapolis, md 21401, annapolis, md 21401",21401,2026-08-10 23:12:51
565,success,200,True,,Nurse Lynx (synthetic-565),Baltimore City,early,MarComm,1150,378559,"6241 falls road, baltimore, md 21209",21209,2026-08-10 23:14:21
566,success,200,True,,Oh Mama (synthetic-566),Baltimore County,pre-seed,Digital Health,175,0,"1200 south conkling street, baltimore, md 21224",21224,2026-08-10 23:14:21
567,success,200,True,,For The Culture Games (synthetic-567),Baltimore City,seed,MarComm,30,1849683,"4 west aylesbury road, lutherville timonium, md 21093",21093,2026-08-10 23:14:21
568,success,200,True,,Apkudo (synthetic-568),Baltimore City,early,IT Consulting and Outsourcing,30,0,"7207 verbena rd, baltimore, md 21209",21209,2026-08-10 23:14:21
569,success,200,True,,SciGenesis LLC (synthetic-569),Baltimore City,established,Consulting,6,827435,"377 n tannery rd, westminster, maryland 21157, us - Li",21157,2026-08-10 23:14:21
570,success,200,True,,Catalyte (synthetic-570),Baltimore City,early,Travel & Tourism,6,1937881,"university of maryland, biopark, 4mlk 801 w baltimore st., baltimore, md 21223",21223,2026-08-10 23:15:51
572,success,200,True,,Frontline Gig (synthetic-572),Howard,growth,Venture Studio,2,177655,"6200 seaforth st, suite a, baltimore, maryland 21224, us - Li",21224,2026-08-10 23:15:51
571,success,200,True,,Radiopharmaceutical Imaging and Dosimetry (synthetic-571),Howard,seed,IT Consulting and Outsourcing,6,10160,"6996 columbia gateway dr, columbia, maryland 21046, us - Li",21046,2026-08-10 23:15:51
574,success,200,True,,"Vita Therapeutics, Inc. (synthetic-574)",Baltimore County,pre-seed,Medical Devices,201500,3358913,"12230 clarksville pike, suite k,clarksville, md united states 21029 - direct",21029,2026-08-10 23:15:51
573,success,200,True,,Keffa Coffee (synthetic-573),Baltimore City,seed,Cannabis,4,0,"1910 towne centre boulevard,annapolis, md united states 21401 - direct",21401,2026-08-10 23:15:51
575,success,200,True,,Live Green (synthetic-575),Baltimore County,established,Apparel,30,0,"baltimore, maryland, 21218 - Pb",21218,2026-08-10 23:17:21
576,success,200,True,,Processa Pharmaceuticals (synthetic-576),Baltimore City,growth,Digital Health,2,0,"2288 blue water blvd, suite #329, odenton, md 21113, us - Li",21113,2026-08-10 23:17:21
578,success,200,True,,Vista Research Group (synthetic-578),Baltimore City,established,Construction / Engineering,6,16476,"6751 columbia gateway dr suite 300 columbia md 21046, columbia, md 21406",21046,2026-08-10 23:17:21
577,success,200,True,,Lieber Institute for Brain Development (synthetic-577),Baltimore City,early,Robotics,5,0,"6460 dobbin rd, suite a, columbia, md 21045",21045,2026-08-10 23:17:21
580,success,200,True,,Tenable (synthetic-580),Harford,pre-seed,Aerospace and Defense,30,641603,"6200 seaforth st, baltimore, maryland 21224, us - Li",21224,2026-08-10 23:17:21
579,success,200,True,,Link Labs (synthetic-579),Baltimore City,growth,Medical Supplies,210,0,"2601 north howard street, baltimore, md 21218",21218,2026-08-10 23:18:51
581,success,200,True,,Bluestem Market (synthetic-581),Howard,seed,Biotechnology,30,343453,"1100 wicomico st, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:18:51
582,success,200,True,,Link Labs (synthetic-582),Baltimore City,established,AgTech,6,9463595,"7480 conowingo avenue bay 18,jessup, md united states 20794 - direct",20794,2026-08-10 23:18:51
584,success,200,True,,ICmed (synthetic-584),Howard,growth,Healthcare Services,210,8757276,"2919 middlebridge court,crofton, md 21114, crofton, md 21114",21114,2026-08-10 23:18:51
583,success,200,True,,Jovian Concepts (synthetic-583),Baltimore City,early,Telecommunications,251,29143,"201 milford mill rd, 202a, pikesville, maryland 21208, us - Li",21208,2026-08-10 23:18:51
585,success,200,True,,Heisler Semiconductor LLC (synthetic-585),Baltimore City,established,Therapeutics,30,52389,"30 e padonia rd, timonium, md 21093",21093,2026-08-10 23:20:21
586,success,200,True,,Verb8tm (synthetic-586),Baltimore City,pre-seed,Travel & Tourism,4,6730899,"300 w pratt st, suite 400, baltimore, maryland 21201, us - Li",21201,2026-08-10 23:20:21
588,success,200,True,,Harbor Link (synthetic-588),Anne Arundel,early,Travel & Tourism,51200,51752,"323 w camden st, suite 600, baltimore, maryland 21201, us - Li",21201,2026-08-10 23:20:21
587,success,200,True,,Uplift Geosystems (synthetic-587),Baltimore City,growth,Multimedia and Design Software,6,173719,"7230 lee deforest drive, columbia, md 21046",21046,2026-08-10 23:20:21
590,success,200,True,,ReGeltec (synthetic-590),Baltimore City,established,Construction / Engineering,1150,156209,"215 washington avenue, suite z, towson, md 21204, us - Li",21204,2026-08-10 23:20:21
589,success,200,True,,"CloudLeap Technologies, LLC (synthetic-589)",Baltimore City,growth,Autonomous Vehicles,5,1040756,"1100 wicomico st, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:21:51
592,success,200,True,,Airbolt (synthetic-592),Baltimore City,pre-seed,Quantum Computing,30,0,"750 union ave, suite e3, baltimore, md 21211",21211,2026-08-10 23:21:51
591,success,200,True,,BDP EnviroTech (synthetic-591),Baltimore City,growth,MarComm,30,0,"6601 baltimore national pike, catonsvile, md 21228-3908",21228,2026-08-10 23:21:51
594,success,200,True,,Wave Engine (synthetic-594),Baltimore City,growth,HR Tech,6,0,"4 west aylesbury road, lutherville timonium, md 21093",21093,2026-08-10 23:21:51
593,success,200,True,,SprintR (synthetic-593),Howard,early,Web3,3,1615030,"baltimore, maryland 21230, us - Li",21230,2026-08-10 23:21:51
596,success,200,True,,Purview (synthetic-596),Howard,established,Other,6,264174,"701 east pratt street, baltimore, md 21202",21202,2026-08-10 23:23:21
595,success,200,True,,Good Idea Solar (synthetic-595),Baltimore City,established,Construction / Engineering,30,0,"baltimore, md 21217, us - Li",21217,2026-08-10 23:23:21
597,success,200,True,,INFINITE FOCUS (synthetic-597),Baltimore City,seed,Medical Supplies,6,16617672,"1304 bayard street, baltimore, md 21230",21230,2026-08-10 23:23:21
598,success,200,True,,Black Sands Entertainment (synthetic-598),Baltimore City,established,Software Development Applications,30,0,"8115 maple lawn boulevard,fulton, md united states 20759 - direct",20759,2026-08-10 23:23:21
599,success,200,True,,Pet Connect Business (synthetic-599),Baltimore City,pre-seed,Retail,6,181733,"1450 s rolling road, halethorpe, md 21227-3863",21227,2026-08-10 23:23:21
647,success,200,True,,Chariot BioSciences (synthetic-647),Baltimore City,growth,Real Estate,6,155025,"2920 o'donnell st, baltimore, md 21224",21224,2026-08-10 23:29:23
646,success,200,True,,Hopr (synthetic-646),Anne Arundel,pre-seed,Medical Supplies,30,0,"30 e padonia rd, timonium, md 21093",21093,2026-08-10 23:29:23
611,success,200,True,,GUDEA (synthetic-611),Baltimore City,growth,Biotechnology,30,113773,"250 west dickman st., baltimore, md 21230",21230,2026-08-10 23:29:23
603,success,200,True,,Zuul IoT (synthetic-603),Baltimore City,early,Enterprise Technology,5,194902,"1100 wicomico street, 6th floor,baltimore, md united states 21230 - direct",21230,2026-08-10 23:29:23
612,success,200,True,,OrbiSharp Robotics (synthetic-612),Baltimore City,early,Venture Studio,30,0,"801 cromwell park drive, suite 108, glen burnie, maryland 21061, us - Li",21061,2026-08-10 23:29:23
608,success,200,True,,Chariot BioSciences (synthetic-608),Baltimore City,established,IT Consulting and Outsourcing,30,172376,"6030 day break circle, suite a150-342,clarksville, md united states 21029 - direct",21029,2026-08-10 23:30:53
609,success,200,True,,Veina Vascular (synthetic-609),Baltimore City,established,Biotechnology Research,30,515675,"2401 w belvedere ave, bioincubator - lab 317, baltimore, maryland 21215, us - Li",21215,2026-08-10 23:30:53
656,success,200,True,,Connexa Sports (synthetic-656),Baltimore City,growth,GovTech,125,18189540,"1548 ellsworth ave, crofton, maryland 21114, us - Li",21114,2026-08-10 23:30:53
643,success,200,True,,Stansberry Research (synthetic-643),Baltimore City,seed,IT Consulting and Outsourcing,5,0,"6021 university boulevard, ellicott city, md 21043",21043,2026-08-10 23:30:53
615,success,200,True,,Mindgrasp (synthetic-615),Howard,early,Diagnostics,6,185640,"16 willow avenue, towson, md 21286",21286,2026-08-10 23:30:53
641,success,200,True,,NeuroIntact (synthetic-641),Baltimore City,pre-seed,Network Management Software,251,1507516,"3031 washington blvd, suite g, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:32:23
604,success,200,True,,SWCreatives (synthetic-604),Anne Arundel,seed,Consumer Tech,30,88183,"1450 south rolling road, baltimore, md 21227, us - Li",21227,2026-08-10 23:32:23
651,success,200,True,,N2K (synthetic-651),Baltimore County,seed,AgTech,210,199299,"baltimore, maryland 21218, us - Li",21218,2026-08-10 23:32:23
627,success,200,True,,DecisionPoint Technologies (synthetic-627),Howard,seed,Software Development,6,0,"1040 park ave, suite 200, baltimore, md 21201",21201,2026-08-10 23:32:23
610,success,200,True,,Thermoreg (synthetic-610),Howard,growth,Consulting,6,0,"baltimore, maryland 21202, us - Li",21202,2026-08-10 23:32:23
632,success,200,True,,QuoLab Technologies (synthetic-632),Baltimore City,early,Retail,5,0,"34 diamond crest ct, baltimore, md 21209",21209,2026-08-10 23:33:53
645,success,200,True,,"Divaneering Lab, Inc (synthetic-645)",Baltimore City,seed,Robotics,30,1859799,"855 north wolfe street, baltimore, md 21205",21205,2026-08-10 23:33:53
607,success,200,True,,A&G Pharmaceutical (synthetic-607),Howard,established,Multimedia and Design Software,3,511185,"221 east thomas avenue, baltimore, md 21225, us - Li",21225,2026-08-10 23:33:53
625,success,200,True,,Zest Social Media Solutions (synthetic-625),Baltimore City,pre-seed,Entertainment & Recreation,6,115542,"1215 e fort ave suite 200 baltimore md 21230, baltimore, md 21230",21230,2026-08-10 23:33:53
620,success,200,True,,SWCreatives (synthetic-620),Baltimore City,seed,Creative Technology,201500,0,"822 guilford avenue, baltimore, md 21202",21202,2026-08-10 23:33:53
600,success,200,True,,The Cube Cowork (synthetic-600),Baltimore City,established,Network Management Software,30,18347208,"11501 pocomoke court, suite d, baltimore, md 21220, us - Li",21220,2026-08-10 23:35:23
638,success,200,True,,Veina Vascular (synthetic-638),Baltimore City,pre-seed,Sporting Goods / Recreation,2,0,"6200 seaforth st, suite a, baltimore, maryland 21224, us - Li",21224,2026-08-10 23:35:23
621,success,200,True,,Techslice (synthetic-621),Howard,pre-seed,Enterprise Technology,30,0,"11350 mccormick rd, bldg iii, suite 102, hunt valley, maryland 21031, us - Li",21031,2026-08-10 23:35:23
660,success,200,True,,Zentail Inc (synthetic-660),Howard,pre-seed,IT Consulting and Outsourcing,5,0,"1100 wicomico street, 6th floor,baltimore, md united states 21230 - direct",21230,2026-08-10 23:35:23
662,success,200,True,,The Lor Company (synthetic-662),Howard,growth,Gaming,10,0,"2631 housley road, annapolis, md 21401",21401,2026-08-10 23:35:23
648,success,200,True,,HR Geckos (synthetic-648),Baltimore City,pre-seed,Cannabis,30,166587,"822 guilford ave, baltimore, md 21202",21202,2026-08-10 23:36:53
618,success,200,True,,Zest Social Media Solutions (synthetic-618),Anne Arundel,established,Autonomous Vehicles,5,0,"baltimore, maryland 21202, us - Li",21202,2026-08-10 23:36:53
630,success,200,True,,"EBO, Corp. (synthetic-630)",Baltimore County,growth,Fintech,30,0,"785 elkridge landing road, suite 300, linthicum heights, md 21090, us - Li",21090,2026-08-10 23:36:53
605,success,200,True,,EliteGamingLIVE (synthetic-605),Baltimore City,seed,Other Commercial Services,6,576085,"3811 canterbury rd. #803, baltimore, md 21218, us - Li",21218,2026-08-10 23:36:53
636,success,200,True,,Fantail Consulting and Technologies (synthetic-636),Baltimore County,early,Travel & Tourism,125,1834776,"1501 saint paul street, 118, baltimore, md 21202",21202,2026-08-10 23:36:53
623,success,200,True,,A&G Pharmaceutical (synthetic-623),Baltimore City,growth,Medical Device,6,1007245,"750 md route 3 south, suite 19 gambrills, md 21054, gambrills, md 21054",21054,2026-08-10 23:38:23
637,success,200,True,,Next In Line Inc (synthetic-637),Baltimore City,seed,Creative Technology,210,11193,"5520 research park drive, catonsville, md 21228",21228,2026-08-10 23:38:23
617,success,200,True,,Azadi Health (synthetic-617),Howard,growth,Medical Supplies,6,1790073,"3550 buena vista ave, baltimore, md 21211",21211,2026-08-10 23:38:23
640,success,200,True,,Wave Engine (synthetic-640),Baltimore City,seed,Medical Supplies,0,0,"954 ridgebrook rd, sparks glencoe, md 21152",21152,2026-08-10 23:38:23
649,success,200,True,,Clarity Business Solutions (synthetic-649),Baltimore City,established,Real Estate Services (B2C),30,221051,"3704 north charles street, baltimore, md 21218",21218,2026-08-10 23:38:23
